Time, Depth, Velocity_Major, meanFloodDir, meanEbbDir, Bin,datetime
,31.1,-8.9,113.0,306.0,49,2026-01-19 22:00:00
,31.1,-13.2,113.0,306.0,49,2026-01-19 23:00:00
,31.1,-29.1,113.0,306.0,49,2026-01-20 00:00:00
,31.1,-53.1,113.0,306.0,49,2026-01-20 01:00:00
,31.1,-78.8,113.0,306.0,49,2026-01-20 02:00:00
,31.1,-98.4,113.0,306.0,49,2026-01-20 03:00:00
,31.1,-105.3,113.0,306.0,49,2026-01-20 04:00:00
,31.1,-97.6,113.0,306.0,49,2026-01-20 05:00:00
,31.1,-77.5,113.0,306.0,49,2026-01-20 06:00:00
,31.1,-48.7,113.0,306.0,49,2026-01-20 07:00:00
,31.1,-15.6,113.0,306.0,49,2026-01-20 08:00:00
,31.1,16.5,113.0,306.0,49,2026-01-20 09:00:00
,31.1,41.7,113.0,306.0,49,2026-01-20 10:00:00
,31.1,54.9,113.0,306.0,49,2026-01-20 11:00:00
,31.1,52.6,113.0,306.0,49,2026-01-20 12:00:00
,31.1,34.9,113.0,306.0,49,2026-01-20 13:00:00
,31.1,7.0,113.0,306.0,49,2026-01-20 14:00:00
,31.1,-23.1,113.0,306.0,49,2026-01-20 15:00:00
,31.1,-47.4,113.0,306.0,49,2026-01-20 16:00:00
,31.1,-61.1,113.0,306.0,49,2026-01-20 17:00:00
,31.1,-63.2,113.0,306.0,49,2026-01-20 18:00:00
,31.1,-55.0,113.0,306.0,49,2026-01-20 19:00:00
,31.1,-40.3,113.0,306.0,49,2026-01-20 20:00:00
,31.1,-24.1,113.0,306.0,49,2026-01-20 21:00:00
,31.1,-11.5,113.0,306.0,49,2026-01-20 22:00:00
,31.1,-6.4,113.0,306.0,49,2026-01-20 23:00:00
,31.1,-12.5,113.0,306.0,49,2026-01-21 00:00:00
,31.1,-30.7,113.0,306.0,49,2026-01-21 01:00:00
,31.1,-56.3,113.0,306.0,49,2026-01-21 02:00:00
,31.1,-80.7,113.0,306.0,49,2026-01-21 03:00:00
,31.1,-96.2,113.0,306.0,49,2026-01-21 04:00:00
,31.1,-98.6,113.0,306.0,49,2026-01-21 05:00:00
,31.1,-87.1,113.0,306.0,49,2026-01-21 06:00:00
,31.1,-63.6,113.0,306.0,49,2026-01-21 07:00:00
,31.1,-32.8,113.0,306.0,49,2026-01-21 08:00:00
,31.1,-0.8,113.0,306.0,49,2026-01-21 09:00:00
,31.1,26.8,113.0,306.0,49,2026-01-21 10:00:00
,31.1,46.5,113.0,306.0,49,2026-01-21 11:00:00
,31.1,53.3,113.0,306.0,49,2026-01-21 12:00:00
,31.1,43.2,113.0,306.0,49,2026-01-21 13:00:00
,31.1,18.2,113.0,306.0,49,2026-01-21 14:00:00
,31.1,-13.3,113.0,306.0,49,2026-01-21 15:00:00
,31.1,-42.5,113.0,306.0,49,2026-01-21 16:00:00
,31.1,-63.1,113.0,306.0,49,2026-01-21 17:00:00
,31.1,-71.6,113.0,306.0,49,2026-01-21 18:00:00
,31.1,-67.2,113.0,306.0,49,2026-01-21 19:00:00
,31.1,-53.0,113.0,306.0,49,2026-01-21 20:00:00
,31.1,-35.1,113.0,306.0,49,2026-01-21 21:00:00
,31.1,-18.7,113.0,306.0,49,2026-01-21 22:00:00
,31.1,-6.5,113.0,306.0,49,2026-01-21 23:00:00
,31.1,-2.2,113.0,306.0,49,2026-01-22 00:00:00
,31.1,-10.6,113.0,306.0,49,2026-01-22 01:00:00
,31.1,-31.4,113.0,306.0,49,2026-01-22 02:00:00
,31.1,-57.0,113.0,306.0,49,2026-01-22 03:00:00
,31.1,-78.4,113.0,306.0,49,2026-01-22 04:00:00
,31.1,-90.0,113.0,306.0,49,2026-01-22 05:00:00
,31.1,-88.8,113.0,306.0,49,2026-01-22 06:00:00
,31.1,-73.8,113.0,306.0,49,2026-01-22 07:00:00
,31.1,-48.1,113.0,306.0,49,2026-01-22 08:00:00
,31.1,-18.5,113.0,306.0,49,2026-01-22 09:00:00
,31.1,9.3,113.0,306.0,49,2026-01-22 10:00:00
,31.1,32.2,113.0,306.0,49,2026-01-22 11:00:00
,31.1,46.6,113.0,306.0,49,2026-01-22 12:00:00
,31.1,46.1,113.0,306.0,49,2026-01-22 13:00:00
,31.1,27.9,113.0,306.0,49,2026-01-22 14:00:00
,31.1,-2.2,113.0,306.0,49,2026-01-22 15:00:00
,31.1,-34.3,113.0,306.0,49,2026-01-22 16:00:00
,31.1,-61.0,113.0,306.0,49,2026-01-22 17:00:00
,31.1,-77.0,113.0,306.0,49,2026-01-22 18:00:00
,31.1,-78.7,113.0,306.0,49,2026-01-22 19:00:00
,31.1,-67.4,113.0,306.0,49,2026-01-22 20:00:00
,31.1,-49.2,113.0,306.0,49,2026-01-22 21:00:00
,31.1,-30.2,113.0,306.0,49,2026-01-22 22:00:00
,31.1,-13.2,113.0,306.0,49,2026-01-22 23:00:00
,31.1,-0.5,113.0,306.0,49,2026-01-23 00:00:00
,31.1,2.2,113.0,306.0,49,2026-01-23 01:00:00
,31.1,-9.0,113.0,306.0,49,2026-01-23 02:00:00
,31.1,-30.7,113.0,306.0,49,2026-01-23 03:00:00
,31.1,-54.2,113.0,306.0,49,2026-01-23 04:00:00
,31.1,-72.4,113.0,306.0,49,2026-01-23 05:00:00
,31.1,-81.0,113.0,306.0,49,2026-01-23 06:00:00
,31.1,-76.3,113.0,306.0,49,2026-01-23 07:00:00
,31.1,-58.7,113.0,306.0,49,2026-01-23 08:00:00
,31.1,-33.9,113.0,306.0,49,2026-01-23 09:00:00
,31.1,-8.1,113.0,306.0,49,2026-01-23 10:00:00
,31.1,15.5,113.0,306.0,49,2026-01-23 11:00:00
,31.1,34.2,113.0,306.0,49,2026-01-23 12:00:00
,31.1,42.3,113.0,306.0,49,2026-01-23 13:00:00
,31.1,33.8,113.0,306.0,49,2026-01-23 14:00:00
,31.1,9.6,113.0,306.0,49,2026-01-23 15:00:00
,31.1,-22.5,113.0,306.0,49,2026-01-23 16:00:00
,31.1,-53.7,113.0,306.0,49,2026-01-23 17:00:00
,31.1,-77.2,113.0,306.0,49,2026-01-23 18:00:00
,31.1,-87.1,113.0,306.0,49,2026-01-23 19:00:00
,31.1,-82.0,113.0,306.0,49,2026-01-23 20:00:00
,31.1,-66.1,113.0,306.0,49,2026-01-23 21:00:00
,31.1,-46.1,113.0,306.0,49,2026-01-23 22:00:00
,31.1,-25.8,113.0,306.0,49,2026-01-23 23:00:00
,31.1,-7.6,113.0,306.0,49,2026-01-24 00:00:00
,31.1,4.4,113.0,306.0,49,2026-01-24 01:00:00
,31.1,4.7,113.0,306.0,49,2026-01-24 02:00:00
,31.1,-7.7,113.0,306.0,49,2026-01-24 03:00:00
,31.1,-27.9,113.0,306.0,49,2026-01-24 04:00:00
,31.1,-48.7,113.0,306.0,49,2026-01-24 05:00:00
,31.1,-64.2,113.0,306.0,49,2026-01-24 06:00:00
,31.1,-69.3,113.0,306.0,49,2026-01-24 07:00:00
,31.1,-61.8,113.0,306.0,49,2026-01-24 08:00:00
,31.1,-44.5,113.0,306.0,49,2026-01-24 09:00:00
,31.1,-22.9,113.0,306.0,49,2026-01-24 10:00:00
,31.1,-0.7,113.0,306.0,49,2026-01-24 11:00:00
,31.1,19.3,113.0,306.0,49,2026-01-24 12:00:00
,31.1,32.8,113.0,306.0,49,2026-01-24 13:00:00
,31.1,33.7,113.0,306.0,49,2026-01-24 14:00:00
,31.1,19.1,113.0,306.0,49,2026-01-24 15:00:00
,31.1,-8.2,113.0,306.0,49,2026-01-24 16:00:00
,31.1,-40.8,113.0,306.0,49,2026-01-24 17:00:00
,31.1,-70.3,113.0,306.0,49,2026-01-24 18:00:00
,31.1,-89.2,113.0,306.0,49,2026-01-24 19:00:00
,31.1,-93.2,113.0,306.0,49,2026-01-24 20:00:00
,31.1,-83.6,113.0,306.0,49,2026-01-24 21:00:00
,31.1,-65.6,113.0,306.0,49,2026-01-24 22:00:00
,31.1,-43.9,113.0,306.0,49,2026-01-24 23:00:00
,31.1,-22.0,113.0,306.0,49,2026-01-25 00:00:00
,31.1,-3.8,113.0,306.0,49,2026-01-25 01:00:00
,31.1,6.4,113.0,306.0,49,2026-01-25 02:00:00
,31.1,5.8,113.0,306.0,49,2026-01-25 03:00:00
,31.1,-5.4,113.0,306.0,49,2026-01-25 04:00:00
,31.1,-23.2,113.0,306.0,49,2026-01-25 05:00:00
,31.1,-41.2,113.0,306.0,49,2026-01-25 06:00:00
,31.1,-53.4,113.0,306.0,49,2026-01-25 07:00:00
,31.1,-55.7,113.0,306.0,49,2026-01-25 08:00:00
,31.1,-48.0,113.0,306.0,49,2026-01-25 09:00:00
,31.1,-33.2,113.0,306.0,49,2026-01-25 10:00:00
,31.1,-14.4,113.0,306.0,49,2026-01-25 11:00:00
,31.1,4.9,113.0,306.0,49,2026-01-25 12:00:00
,31.1,20.4,113.0,306.0,49,2026-01-25 13:00:00
,31.1,27.6,113.0,306.0,49,2026-01-25 14:00:00
,31.1,23.1,113.0,306.0,49,2026-01-25 15:00:00
,31.1,5.1,113.0,306.0,49,2026-01-25 16:00:00
,31.1,-23.6,113.0,306.0,49,2026-01-25 17:00:00
,31.1,-55.8,113.0,306.0,49,2026-01-25 18:00:00
,31.1,-82.3,113.0,306.0,49,2026-01-25 19:00:00
,31.1,-96.8,113.0,306.0,49,2026-01-25 20:00:00
,31.1,-97.2,113.0,306.0,49,2026-01-25 21:00:00
,31.1,-85.6,113.0,306.0,49,2026-01-25 22:00:00
,31.1,-65.6,113.0,306.0,49,2026-01-25 23:00:00
,31.1,-42.1,113.0,306.0,49,2026-01-26 00:00:00
,31.1,-20.1,113.0,306.0,49,2026-01-26 01:00:00
,31.1,-3.5,113.0,306.0,49,2026-01-26 02:00:00
,31.1,6.3,113.0,306.0,49,2026-01-26 03:00:00
,31.1,7.1,113.0,306.0,49,2026-01-26 04:00:00
,31.1,-1.7,113.0,306.0,49,2026-01-26 05:00:00
,31.1,-16.7,113.0,306.0,49,2026-01-26 06:00:00
,31.1,-31.4,113.0,306.0,49,2026-01-26 07:00:00
,31.1,-40.8,113.0,306.0,49,2026-01-26 08:00:00
,31.1,-42.9,113.0,306.0,49,2026-01-26 09:00:00
,31.1,-37.2,113.0,306.0,49,2026-01-26 10:00:00
,31.1,-24.5,113.0,306.0,49,2026-01-26 11:00:00
,31.1,-7.8,113.0,306.0,49,2026-01-26 12:00:00
,31.1,7.6,113.0,306.0,49,2026-01-26 13:00:00
,31.1,17.6,113.0,306.0,49,2026-01-26 14:00:00
,31.1,20.2,113.0,306.0,49,2026-01-26 15:00:00
,31.1,12.9,113.0,306.0,49,2026-01-26 16:00:00
,31.1,-6.7,113.0,306.0,49,2026-01-26 17:00:00
,31.1,-35.9,113.0,306.0,49,2026-01-26 18:00:00
,31.1,-66.2,113.0,306.0,49,2026-01-26 19:00:00
,31.1,-89.7,113.0,306.0,49,2026-01-26 20:00:00
,31.1,-101.9,113.0,306.0,49,2026-01-26 21:00:00
,31.1,-101.1,113.0,306.0,49,2026-01-26 22:00:00
,31.1,-87.5,113.0,306.0,49,2026-01-26 23:00:00
,31.1,-65.4,113.0,306.0,49,2026-01-27 00:00:00
,31.1,-41.7,113.0,306.0,49,2026-01-27 01:00:00
,31.1,-21.3,113.0,306.0,49,2026-01-27 02:00:00
,31.1,-5.0,113.0,306.0,49,2026-01-27 03:00:00
,31.1,6.6,113.0,306.0,49,2026-01-27 04:00:00
,31.1,10.0,113.0,306.0,49,2026-01-27 05:00:00
,31.1,3.9,113.0,306.0,49,2026-01-27 06:00:00
,31.1,-7.7,113.0,306.0,49,2026-01-27 07:00:00
,31.1,-19.7,113.0,306.0,49,2026-01-27 08:00:00
,31.1,-29.1,113.0,306.0,49,2026-01-27 09:00:00
,31.1,-33.3,113.0,306.0,49,2026-01-27 10:00:00
,31.1,-29.4,113.0,306.0,49,2026-01-27 11:00:00
,31.1,-18.1,113.0,306.0,49,2026-01-27 12:00:00
,31.1,-4.7,113.0,306.0,49,2026-01-27 13:00:00
,31.1,5.7,113.0,306.0,49,2026-01-27 14:00:00
,31.1,11.7,113.0,306.0,49,2026-01-27 15:00:00
,31.1,12.3,113.0,306.0,49,2026-01-27 16:00:00
,31.1,3.9,113.0,306.0,49,2026-01-27 17:00:00
,31.1,-16.2,113.0,306.0,49,2026-01-27 18:00:00
,31.1,-44.0,113.0,306.0,49,2026-01-27 19:00:00
,31.1,-72.0,113.0,306.0,49,2026-01-27 20:00:00
,31.1,-94.5,113.0,306.0,49,2026-01-27 21:00:00
,31.1,-106.6,113.0,306.0,49,2026-01-27 22:00:00
,31.1,-104.2,113.0,306.0,49,2026-01-27 23:00:00
